职位名称,详细链接,公司名称,工作地点,薪资,发布时间
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/108233963.html?s=01&t=0'],['北京摩卡软件有限公司'],['郑州'],['5-8千/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/erqiqu/101478610.html?s=01&t=0'],['郑州三晖电气股份有限公司'],['郑州-二七区'],['0.6-1.5万/月'],['05-02']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/110596937.html?s=01&t=0'],['用友网络科技股份有限公司河南分公司'],['郑州'],['0.8-1万/月'],['06-19']
['财务信息化工程师'],['https://jobs.51job.com/wuhu/113307962.html?s=01&t=0'],['安徽海螺信息技术工程有限责任公司'],['异地招聘'],['0.8-1万/月'],['05-13']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/112621431.html?s=01&t=0'],['郑州木加林文化传播有限公司'],['郑州-金水区'],['5-8千/月'],['04-29']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-zzxq/111674719.html?s=01&t=0'],['河南兴博工程管理咨询有限公司'],['郑州-郑东新区'],['6-8千/月'],['06-15']
['五险+JAVA开发助理可应届生'],['https://jobs.51job.com/guanchenghuizuqu/113587969.html?s=01&t=0'],['郑州海之城网络科技有限公司'],['郑州-管城回族区'],['6-8千/月'],['06-28']
['后台 java开发工程师'],['https://jobs.51job.com/zhengzhou/107857083.html?s=01&t=0'],['北京领汇国际展览有限公司'],['郑州'],['6-8千/月'],['06-26']
['ブリッジエンジニア（Java）'],['https://jobs.51job.com/zhengzhou-gxq/109826953.html?s=01&t=0'],['河南八六三软件股份有限公司'],['郑州-高新区'],['1.5-2万/月'],['06-27']
['Java开发助理工程师/实习+食宿'],['https://jobs.51job.com/jinshuiqu/111729459.html?s=01&t=0'],['河南捷克信息技术有限公司'],['郑州-金水区'],['6-8千/月'],['06-28']
['Java高级开发工程师'],['https://jobs.51job.com/erqiqu/92561458.html?s=01&t=0'],['郑州软通合力计算机技术有限公司'],['郑州-二七区'],['1-1.5万/月'],['06-28']
['中级渗透测试工程师'],['https://jobs.51job.com/haikou/110222128.html?s=01&t=0'],['海南义立科技有限公司'],['异地招聘'],['0.9-2万/月'],['06-26']
['大数据开发工程师（LTyyh）'],['https://jobs.51job.com/beijing-cyq/113333849.html?s=01&t=0'],['北京东方国信科技股份有限公司'],['异地招聘'],['0.7-1.4万/月'],['05-09']
['java开发工程师（郑州）'],['https://jobs.51job.com/zhengzhou/59095221.html?s=01&t=0'],['珠海高凌信息科技股份有限公司'],['郑州'],['0.6-1.2万/月'],['06-19']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-zzxq/86654797.html?s=01&t=0'],['深圳比特耐特信息技术股份有限公司'],['郑州-郑东新区'],['4-5万/年'],['06-14']
['初中级对日Java开发工程师'],['https://jobs.51job.com/zhongyuanqu/110321098.html?s=01&t=0'],['深圳职人网络技术有限公司'],['郑州-中原区'],['0.6-1万/月'],['04-28']
['Java讲师（郑州）'],['https://jobs.51job.com/xinzhengshi/102740856.html?s=01&t=0'],['湖北银河信息技术学院'],['郑州-新郑市'],['6-8千/月'],['06-26']
['计算机/Java实习+早9晚6'],['https://jobs.51job.com/jinshuiqu/113927507.html?s=01&t=0'],['河南玖硕电子科技有限公司'],['郑州-金水区'],['4-6千/月'],['06-28']
['对日JAVA开发工程师（北京）'],['https://jobs.51job.com/beijing-hdq/106099829.html?s=01&t=0'],['河南八六三软件股份有限公司'],['异地招聘'],['1-1.5万/月'],['06-27']
['高级JAVA开发工程师 (双休+工作餐)'],['https://jobs.51job.com/zhengzhou-zzxq/103743008.html?s=01&t=0'],['河南友途实业有限公司'],['郑州-郑东新区'],['1-1.5万/月'],['06-28']
['Spark开发工程师'],['https://jobs.51job.com/zhengzhou/110384453.html?s=01&t=0'],['河南省现代农业大数据产业技术研究...'],['郑州'],['1-2万/月'],['06-26']
['JAVA/C++软件开发工程师'],['https://jobs.51job.com/zhengzhou/93380135.html?s=01&t=0'],['富士康IT中原资讯总处'],['郑州'],['0.8-1.5万/月'],['06-26']
['资深Java工程师'],['https://jobs.51job.com/zhengzhou/62680837.html?s=01&t=0'],['郑州郑大信息技术有限公司'],['郑州'],['6-8千/月'],['06-28']
['LJL18-JAVA开发工程师'],['https://jobs.51job.com/jinshuiqu/113739990.html?s=01&t=0'],['北京众信龙达科技发展有限公司'],['郑州-金水区'],['1-1.4万/月'],['06-18']
['APP、小程序开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/113012003.html?s=01&t=0'],['郑州人禾能源科技有限公司'],['郑州-高新区'],['0.5-1万/月'],['05-08']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/108872219.html?s=01&t=0'],['郑州市宏博科技有限公司'],['郑州-金水区'],['4-8千/月'],['06-14']
['互联网运维工程师'],['https://jobs.51job.com/zhengzhou-zzxq/104272757.html?s=01&t=0'],['郑州昊航电讯工程有限公司'],['郑州-郑东新区'],['4.5-6千/月'],['06-28']
['JAVA开发工程师'],['https://jobs.51job.com/zhengzhou/109604127.html?s=01&t=0'],['河南中原消费金融股份有限公司'],['郑州'],[],['06-28']
['Java初级开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/103064707.html?s=01&t=0'],['河南八六三软件股份有限公司'],['郑州-高新区'],['4-6千/月'],['06-27']
['计算机软件开发'],['https://jobs.51job.com/kunming/107088165.html?s=01&t=0'],['昆明瑶池科技有限公司'],['异地招聘'],['15-20万/年'],['06-26']
['Java高级工程师'],['https://jobs.51job.com/zhengzhou-zzxq/114345030.html?s=01&t=0'],['上海同岩土木工程科技股份有限公司...'],['郑州-郑东新区'],['1-1.5万/月'],['06-26']
['Java研发工程师'],['https://jobs.51job.com/zhengzhou-gxq/100596681.html?s=01&t=0'],['中科宇图科技股份有限公司河南分公司'],['郑州-高新区'],['0.6-1万/月'],['06-28']
['Java开发实习生'],['https://jobs.51job.com/beijing-hdq/112105738.html?s=01&t=0'],['中软博创（北京）科技有限公司'],['异地招聘'],['0.8-1万/月'],['06-28']
['Java高级开发工程师/开发经理'],['https://jobs.51job.com/zhengzhou-zzxq/111451246.html?s=01&t=0'],['西安榴莲网络科技有限公司'],['郑州-郑东新区'],['1-1.5万/月'],['06-18']
['web前端工程师/H5'],['https://jobs.51job.com/zhongyuanqu/112958609.html?s=01&t=0'],['河南禹和新能源科技有限公司'],['郑州-中原区'],['4.5-6千/月'],['05-05']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/112463274.html?s=01&t=0'],['普元信息技术股份有限公司'],['郑州'],['4-8千/月'],['06-28']
['软件开发工程师（JAVA/.NET)'],['https://jobs.51job.com/zhengzhou-gxq/99318375.html?s=01&t=0'],['河南八六三软件股份有限公司'],['郑州-高新区'],['0.5-1万/月'],['06-27']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/113016494.html?s=01&t=0'],['上海易宝软件有限公司'],['郑州-高新区'],['6-8千/月'],['06-25']
['Java开发实习生'],['https://jobs.51job.com/jinshuiqu/98689933.html?s=01&t=0'],['郑州远洋电子科技有限公司'],['郑州-金水区'],['1-3千/月'],['06-28']
['初/中级java开发工程师(核心）'],['https://jobs.51job.com/zhangjiakou/112632260.html?s=01&t=0'],['大连同方软银科技股份有限公司'],['异地招聘'],['0.5-1万/月'],['06-28']
['工程应用管理员'],['https://jobs.51job.com/zhengzhou/105598648.html?s=01&t=0'],['郑州一建集团有限公司'],['郑州'],['5-6.5千/月'],['06-26']
['Java高级开发工程师'],['https://jobs.51job.com/jinshuiqu/114000819.html?s=01&t=0'],['北京阿叟阿巴科技有限公司'],['郑州-金水区'],['0.8-2万/月'],['06-14']
['技术总监'],['https://jobs.51job.com/guanchenghuizuqu/112716416.html?s=01&t=0'],['深圳好宿传媒有限公司河南分公司'],['郑州-管城回族区'],['0.8-1.5万/月'],['06-28']
['java初级软件工程师'],['https://jobs.51job.com/zhengzhou/114413582.html?s=01&t=0'],['郑州乐驰软件科技有限公司'],['郑州'],['6-8千/月'],['06-18']
['Java高级开发工程师'],['https://jobs.51job.com/zhengzhou/112462790.html?s=01&t=0'],['普元信息技术股份有限公司'],['郑州'],['0.7-1万/月'],['06-28']
['对日Java开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/98550849.html?s=01&t=0'],['河南八六三软件股份有限公司'],['郑州-高新区'],['0.8-1万/月'],['06-27']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/113198450.html?s=01&t=0'],['上海中信信息发展股份有限公司'],['郑州-金水区'],['0.7-1.2万/月'],['06-25']
['Java中级开发工程师'],['https://jobs.51job.com/jinshuiqu/113071481.html?s=01&t=0'],['普元信息技术股份有限公司'],['郑州-金水区'],['0.7-1.2万/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/xinzhengshi/93019773.html?s=01&t=0'],['上海美华系统有限公司'],['郑州-新郑市'],['4.5-6千/月'],['06-28']
['Java中级开发工程师'],['https://jobs.51job.com/zhengzhou/113312308.html?s=01&t=0'],['河南智云数据信息技术股份有限公司'],['郑州'],['6-8千/月'],['06-28']
['急招Android开发工程师'],['https://jobs.51job.com/zhongyuanqu/114645590.html?s=01&t=0'],['河南天华教育科技有限公司'],['郑州-中原区'],['6-8千/月'],['06-26']
['开发工程师'],['https://jobs.51job.com/zhengzhou/114796022.html?s=01&t=0'],['金蝶软件郑州分公司'],['郑州'],['3.5-8千/月'],['06-28']
['java开发工程师(J10680)'],['https://jobs.51job.com/zhengzhou-zzxq/114250584.html?s=01&t=0'],['亚联集团'],['郑州-郑东新区'],['0.8-1.5万/月'],['06-14']
['JAVA后台开发工程师'],['https://jobs.51job.com/zhengzhou/109285068.html?s=01&t=0'],['深圳市聚点数码科技有限公司郑州分...'],['郑州'],['0.4-1万/月'],['06-28']
['java软件工程师'],['https://jobs.51job.com/zhengzhou/114413500.html?s=01&t=0'],['郑州乐驰软件科技有限公司'],['郑州'],['6-8千/月'],['06-18']
['软件工程师'],['https://jobs.51job.com/jiaozuo/110918330.html?s=01&t=0'],['河南省大地合金股份有限公司'],['异地招聘'],['4-6千/月'],['04-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/108969721.html?s=01&t=0'],['河南众源系统工程有限公司'],['郑州'],['4.5-6千/月'],['06-25']
['对日Java项目经理（上海)'],['https://jobs.51job.com/shanghai-xhq/107874789.html?s=01&t=0'],['河南八六三软件股份有限公司'],['异地招聘'],['2-3万/月'],['06-27']
['大数据开发工程师'],['https://jobs.51job.com/zhengzhou/107749463.html?s=01&t=0'],['北京赫德阳数据通信科技有限公司'],['郑州'],['1-1.5万/月'],['06-25']
['大数据开发工程师'],['https://jobs.51job.com/zhongyuanqu/91435081.html?s=01&t=0'],['河南新华电脑学院'],['郑州-中原区'],['0.8-1万/月'],['06-28']
['JAVA高级软件工程师'],['https://jobs.51job.com/zhengzhou-zzxq/108764639.html?s=01&t=0'],['大宋餐饮管理有限公司'],['郑州-郑东新区'],['1-1.2万/月'],['06-28']
['Java 高级开发工程师'],['https://jobs.51job.com/zhengzhou/109323947.html?s=01&t=0'],['上海井胜通讯技术有限公司'],['郑州'],['1-1.5万/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-jkq/101418884.html?s=01&t=0'],['郑州煤矿机械集团股份有限公司'],['郑州-经开区'],['0.8-1万/月'],['06-13']
['单片机开发工程师'],['https://jobs.51job.com/zhengzhou-zzxq/97378016.html?s=01&t=0'],['郑州宇林电子科技有限公司'],['郑州-郑东新区'],['2.5-5千/月'],['06-27']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/113581990.html?s=01&t=0'],['许继信息智慧能源事业部'],['郑州'],['0.8-1万/月'],['06-28']
['初级程序员/java程序员实习'],['https://jobs.51job.com/jinshuiqu/114087027.html?s=01&t=0'],['郑州亚新网络科技有限公司'],['郑州-金水区'],['4.5-6千/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/107261861.html?s=01&t=0'],['郑州市智成软件科技有限公司'],['郑州-高新区'],['6-8千/月'],['06-25']
['JAVA高级开发工程师'],['https://jobs.51job.com/zhengzhou/110372340.html?s=01&t=0'],['北京天健源达科技股份有限公司'],['郑州'],['0.8-1万/月'],['06-17']
['对日Java开发工程师（上海）'],['https://jobs.51job.com/shanghai-xhq/107874528.html?s=01&t=0'],['河南八六三软件股份有限公司'],['异地招聘'],['1-2万/月'],['06-27']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/101184371.html?s=01&t=0'],['北京开科唯识技术有限公司'],['郑州-金水区'],['0.5-1万/月'],['06-28']
['数据整合工程师'],['https://jobs.51job.com/zhengzhou-hkg/114569402.html?s=01&t=0'],['鸿富锦精密电子（郑州）有限公司'],['郑州-郑州航空...'],['1-1.5万/月'],['06-25']
['招测试培训生、实习生'],['https://jobs.51job.com/zhengzhou/114788698.html?s=01&t=0'],['郑州琦艺软件科技有限公司'],['郑州'],['4.5-6千/月'],['06-28']
['JAVA开发工程师（杭州）'],['https://jobs.51job.com/hangzhou-jgq/112458878.html?s=01&t=0'],['河南九域腾龙信息工程有限公司'],['异地招聘'],['0.7-1.4万/月'],['06-17']
['Java开发工程师'],['https://jobs.51job.com/erqiqu/114261044.html?s=01&t=0'],['河南犇犇网络科技有限公司'],['郑州-二七区'],['0.7-1.2万/月'],['06-28']
['java开发工程师+包住'],['https://jobs.51job.com/jinshuiqu/113983321.html?s=01&t=0'],['河南玖硕电子科技有限公司'],['郑州-金水区'],['4-6千/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/114122115.html?s=01&t=0'],['河南易创慧联科技有限公司'],['郑州-高新区'],['0.6-1万/月'],['06-12']
['大数据开发工程师'],['https://jobs.51job.com/jinshuiqu/113112084.html?s=01&t=0'],['上海开奈电子通讯有限公司'],['郑州-金水区'],['1.5-2千/月'],['05-21']
['Java初级开发工程师'],['https://jobs.51job.com/xiamen/113715166.html?s=01&t=0'],['掘创（厦门）信息科技有限公司'],['异地招聘'],['3.5-6千/月'],['06-25']
['Java中级开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/108173546.html?s=01&t=0'],['河南八六三软件股份有限公司'],['郑州-高新区'],['0.6-1万/月'],['06-27']
['高级Java开发工程师/项目经理（郑州）'],['https://jobs.51job.com/zhengzhou/91893909.html?s=01&t=0'],['北京开科唯识技术有限公司'],['郑州'],['0.8-1.2万/月'],['06-28']
['Java开发工程师实习生'],['https://jobs.51job.com/erqiqu/107967381.html?s=01&t=0'],['河南九域腾龙信息工程有限公司'],['郑州-二七区'],['3-5千/月'],['06-17']
['JAVA讲师'],['https://jobs.51job.com/zhengzhou-gxq/106395602.html?s=01&t=0'],['河南八六三软件股份有限公司'],['郑州-高新区'],['1-1.5万/月'],['06-27']
['实施工程师（洛阳、郑州）'],['https://jobs.51job.com/erqiqu/112284449.html?s=01&t=0'],['武汉源启科技股份有限公司'],['郑州-二七区'],['4.5-6千/月'],['06-25']
['智能客服集成工程师'],['https://jobs.51job.com/zhengzhou-gxq/114775151.html?s=01&t=0'],['上海陆鹰实业有限公司'],['郑州-高新区'],['1-2万/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/beijing/112002463.html?s=01&t=0'],['深圳市长亮科技股份有限公司'],['异地招聘'],['0.7-1.4万/月'],['06-11']
['高薪急聘高级Java开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/113981697.html?s=01&t=0'],['郑州基正科技有限公司'],['郑州-高新区'],['1-1.5万/月'],['06-28']
['软件开发'],['https://jobs.51job.com/zhengzhou/68391223.html?s=01&t=0'],['郑州丹尼斯百货有限公司'],['郑州'],['4.5-6千/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/108633088.html?s=01&t=0'],['北京环球优路教育科技股份有限公司...'],['郑州-金水区'],['6-8千/月'],['06-28']
['Java中级开发工程师'],['https://jobs.51job.com/zhengzhou/111376871.html?s=01&t=0'],['河南因特嘉软件工程有限公司'],['郑州'],['6-8千/月'],['06-28']
['项目经理（Java 六险+住宿+13薪）'],['https://jobs.51job.com/erqiqu/110260666.html?s=01&t=0'],['郑州众益信息科技有限公司'],['郑州-二七区'],['1-1.5万/月'],['06-25']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/103437668.html?s=01&t=0'],['河南博堂电子科技有限公司'],['郑州'],['0.7-1.4万/月'],['06-11']
['JAVA开发工程师/JAVA程序员'],['https://jobs.51job.com/jinshuiqu/107984344.html?s=01&t=0'],['北京思诺博信息技术股份有限公司'],['郑州-金水区'],['4-8千/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/95255812.html?s=01&t=0'],['河南智快软件科技有限公司'],['郑州-金水区'],['3-4.5千/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/109695854.html?s=01&t=0'],['郑州信大捷安信息技术股份有限公司'],['郑州'],['0.9-1.5万/月'],['06-27']
['PHP高级程序员'],['https://jobs.51job.com/zhongyuanqu/111289886.html?s=01&t=0'],['西安吉客印电子商务有限公司'],['郑州-中原区'],['2-4万/月'],['06-24']
['Java高级程序员'],['https://jobs.51job.com/zhengzhou-gxq/80305565.html?s=01&t=0'],['格尔软件股份有限公司'],['郑州-高新区'],['0.8-1万/月'],['06-28']
['招聘高级Java工程师'],['https://jobs.51job.com/jinshuiqu/107788758.html?s=01&t=0'],['河南威之德信息技术有限公司'],['郑州-金水区'],['1-1.5万/月'],['06-10']
['前端开发工程师'],['https://jobs.51job.com/jinshuiqu/110632867.html?s=01&t=0'],['广东易臣信息技术有限公司'],['郑州-金水区'],['0.5-1.2万/月'],['06-28']
['JAVA开发工程师'],['https://jobs.51job.com/erqiqu/105937215.html?s=01&t=0'],['河南九域腾龙信息工程有限公司'],['郑州-二七区'],['0.6-1.5万/月'],['06-17']
['Java实习生'],['https://jobs.51job.com/zhengzhou/111376645.html?s=01&t=0'],['河南因特嘉软件工程有限公司'],['郑州'],['3.5-6千/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-hkg/109264506.html?s=01&t=0'],['钜亿科技（深圳）有限公司'],['郑州-郑州航空...'],['0.6-1.2万/月'],['06-28']
['Java初级开发助理+班车'],['https://jobs.51job.com/zhengzhou-gxq/102439615.html?s=01&t=0'],['郑州悠络客信息技术有限公司'],['郑州-高新区'],['4.5-6千/月'],['06-28']
['Java高级开发工程师（郑州）'],['https://jobs.51job.com/zhengzhou/70429841.html?s=01&t=0'],['郑州信大捷安信息技术股份有限公司'],['郑州'],['1.5-1.8万/月'],['06-27']
['Java开发实习生'],['https://jobs.51job.com/zhengzhou/110297948.html?s=01&t=0'],['用友网络科技股份有限公司河南分公司'],['郑州'],['1.5-3.5千/月'],['06-25']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/104969302.html?s=01&t=0'],['河南因特嘉软件工程有限公司'],['郑州'],['6-8千/月'],['06-28']
['医疗软件高级开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/103398080.html?s=01&t=0'],['亿阳信通股份有限公司'],['郑州-高新区'],['1-1.5万/月'],['06-24']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/104987002.html?s=01&t=0'],['河南永硕实业发展有限公司'],['郑州'],['6-8千/月'],['06-10']
['Java讲师'],['https://jobs.51job.com/jinshuiqu/114215939.html?s=01&t=0'],['郑州海之城网络科技有限公司'],['郑州-金水区'],['0.8-1万/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/109659880.html?s=01&t=0'],['亚信科技（南京）有限公司'],['郑州'],['0.6-2万/月'],['06-16']
['Java高级开发工程师（郑州）'],['https://jobs.51job.com/zhengzhou/49680073.html?s=01&t=0'],['郑州信大捷安信息技术股份有限公司'],['郑州'],['1.5-1.8万/月'],['06-27']
['Java开发工程师实习（住宿）'],['https://jobs.51job.com/zhengzhou-gxq/106981120.html?s=01&t=0'],['郑州悠络客信息技术有限公司'],['郑州-高新区'],['3-5千/月'],['06-28']
['java研发工程师（2019应届硕士）'],['https://jobs.51job.com/zhengzhou/109457212.html?s=01&t=0'],['神州数码信息服务股份有限公司'],['郑州'],['1-1.5万/月'],['06-28']
['Java高级开发工程师'],['https://jobs.51job.com/zhengzhou/110970626.html?s=01&t=0'],['河南省德亿电子技术有限公司'],['郑州'],['10-15万/年'],['06-25']
['高级大数据开发工程师JR(J10466)'],['https://jobs.51job.com/beijing-hdq/114640591.html?s=01&t=0'],['明略科技集团'],['异地招聘'],['1-1.5万/月'],['06-28']
['Java岗前实训生'],['https://jobs.51job.com/zhengzhou/103344122.html?s=01&t=0'],['河南因特嘉软件工程有限公司'],['郑州'],['3-4.5千/月'],['06-28']
['JAVA软件工程师'],['https://jobs.51job.com/zhengzhou/86348738.html?s=01&t=0'],['福建南威软件有限公司'],['郑州'],['0.6-1万/月'],['06-10']
['Java实习生（设施—郑州）'],['https://jobs.51job.com/zhengzhou/114302110.html?s=01&t=0'],['北京超图软件股份有限公司'],['郑州'],['1-2.5千/月'],['06-15']
['Java开发工程师（长期日本出差）'],['https://jobs.51job.com/dalian-gjzq/113124836.html?s=01&t=0'],['大连扬采信息咨询服务有限公司'],['异地招聘'],['1.5-3万/月'],['06-28']
['技术支持/维护工程师'],['https://jobs.51job.com/zhengzhou/79662638.html?s=01&t=0'],['郑州金科密源电子技术有限公司'],['郑州'],['3.5-5千/月'],['06-21']
['Java高级工程师（团队管理）'],['https://jobs.51job.com/zhengzhou/114032939.html?s=01&t=0'],['郑州信大捷安信息技术股份有限公司'],['郑州'],['1.3-1.8万/月'],['06-27']
['Java开发实习生+五险'],['https://jobs.51job.com/zhengzhou-gxq/103686896.html?s=01&t=0'],['郑州悠络客信息技术有限公司'],['郑州-高新区'],['3-4.5千/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/103719079.html?s=01&t=0'],['上海金电网安科技有限公司'],['郑州-金水区'],['6-8千/月'],['06-25']
['WEBGIS开发工程师'],['https://jobs.51job.com/jinshuiqu/114441128.html?s=01&t=0'],['北京深蓝空间遥感技术有限公司 De...'],['郑州-金水区'],['0.8-1.2万/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-zzxq/110496021.html?s=01&t=0'],['亚信软件CTC'],['郑州-郑东新区'],['0.8-1.5万/月'],['06-28']
['JAVA'],['https://jobs.51job.com/zhengzhou-gxq/114001461.html?s=01&t=0'],['郑州迈出网络科技有限公司'],['郑州-高新区'],['0.8-1万/月'],['06-28']
['对日Java(日语N3即可)'],['https://jobs.51job.com/zhengzhou/97535428.html?s=01&t=0'],['河南因特嘉软件工程有限公司'],['郑州'],['6-8千/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/113599243.html?s=01&t=0'],['高伟达软件股份有限公司'],['郑州-金水区'],['0.5-1万/月'],['06-10']
['Android高级开发工程师'],['https://jobs.51job.com/zhengzhou/104778685.html?s=01&t=0'],['北京捷迅佳音科技有限公司郑州分公司'],['郑州'],['0.7-1万/月'],['06-21']
['招聘中级Java工程师'],['https://jobs.51job.com/jinshuiqu/106103257.html?s=01&t=0'],['河南威之德信息技术有限公司'],['郑州-金水区'],['6-8千/月'],['06-10']
['Java开发助理'],['https://jobs.51job.com/zhengzhou-gxq/102339743.html?s=01&t=0'],['郑州悠络客信息技术有限公司'],['郑州-高新区'],['3-4.5千/月'],['06-28']
['Java开发实习生'],['https://jobs.51job.com/zhongyuanqu/106595911.html?s=01&t=0'],['郑州现代商友软件有限公司'],['郑州-中原区'],['2-3千/月'],['06-24']
['0经验Java开发实习生'],['https://jobs.51job.com/erqiqu/112480863.html?s=01&t=0'],['郑州海之城网络科技有限公司'],['郑州-二七区'],['4.5-6千/月'],['06-27']
['中高级JAVA软件工程师'],['https://jobs.51job.com/zhengzhou/114714044.html?s=01&t=0'],['天阳宏业'],['郑州'],['0.8-1.7万/月'],['06-28']
['软件开发工程师'],['https://jobs.51job.com/zhengzhou-zzxq/112827194.html?s=01&t=0'],['郑州世搏信息技术有限公司'],['郑州-郑东新区'],['4.5-6千/月'],['06-28']
['集团信息部总监'],['https://jobs.51job.com/jinshuiqu/114485334.html?s=01&t=0'],['河南大行汽车集团有限公司'],['郑州-金水区'],['1.5-2.5万/月'],['06-21']
['Java开发工程师(本科优先）'],['https://jobs.51job.com/zhengzhou-zzxq/92861065.html?s=01&t=0'],['河南因特嘉软件工程有限公司'],['郑州-郑东新区'],['6-8千/月'],['06-28']
['高级Java工程师'],['https://jobs.51job.com/sanmenxia/105552961.html?s=01&t=0'],['三门峡崤云信息服务股份有限公司'],['异地招聘'],['1.4-1.8万/月'],['06-28']
['招聘高级JAVA工程师'],['https://jobs.51job.com/jinshuiqu/106103180.html?s=01&t=0'],['河南威之德信息技术有限公司'],['郑州-金水区'],['1-1.5万/月'],['06-10']
['java开发实习生（双休+五险一金）'],['https://jobs.51job.com/zhengzhou-gxq/101237839.html?s=01&t=0'],['郑州悠络客信息技术有限公司'],['郑州-高新区'],['4.5-6千/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/114689672.html?s=01&t=0'],['郑州鸿浩信息技术有限公司'],['郑州'],['6-8千/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/112976664.html?s=01&t=0'],['万达信息股份有限公司'],['郑州-金水区'],['0.6-1.2万/月'],['06-27']
['Java高级开发工程师'],['https://jobs.51job.com/guanchenghuizuqu/113173755.html?s=01&t=0'],['郑州宇通客车股份有限公司'],['郑州-管城回族区'],['20-30万/年'],['06-24']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/114137317.html?s=01&t=0'],['上海屹通信息科技发展有限公司'],['郑州-金水区'],['0.6-1万/月'],['06-08']
['cocos2d-x游戏开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/112565519.html?s=01&t=0'],['河南河马网络技术有限公司'],['郑州-高新区'],['0.7-1.3万/月'],['06-20']
['Java后台开发工程师'],['https://jobs.51job.com/zhongyuanqu/114107984.html?s=01&t=0'],['上海子午线新荣科技有限公司'],['郑州-中原区'],['0.8-1.5万/月'],['06-28']
['Java技术总监'],['https://jobs.51job.com/zhengzhou/107021982.html?s=01&t=0'],['河南永硕实业发展有限公司'],['郑州'],['0.8-1万/月'],['06-10']
['java工程师'],['https://jobs.51job.com/sanmenxia/110671143.html?s=01&t=0'],['三门峡崤云视联科技有限公司'],['异地招聘'],['0.5-1万/月'],['06-28']
['高级前端开发工程师'],['https://jobs.51job.com/zhengzhou/113558640.html?s=01&t=0'],['郑州威科姆科技股份有限公司'],['郑州'],['1-1.5万/月'],['06-20']
['Java开发工程师（可实习）'],['https://jobs.51job.com/zhengzhou-gxq/100283613.html?s=01&t=0'],['郑州悠络客信息技术有限公司'],['郑州-高新区'],['3-4.5千/月'],['06-28']
['java工程师'],['https://jobs.51job.com/sanmenxia/112650924.html?s=01&t=0'],['三门峡崤云安全服务有限公司'],['异地招聘'],['0.6-1.2万/月'],['06-28']
['软件研发工程师'],['https://jobs.51job.com/zhengzhou/77117965.html?s=01&t=0'],['郑州康普斯电子科技有限公司'],['郑州'],['0.5-1万/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/114614872.html?s=01&t=0'],['北京汉克时代科技有限公司'],['郑州'],['1-1.5万/月'],['06-27']
['Java高级开发工程师'],['https://jobs.51job.com/zhengzhou/111682451.html?s=01&t=0'],['中移在线服务有限公司'],['郑州'],['30-40万/年'],['06-24']
['Java开发工程师'],['https://jobs.51job.com/luoyang/114669789.html?s=01&t=0'],['奇源智能科技（洛阳）有限责任公司'],['异地招聘'],['3-6千/月'],['06-28']
